filename,model,prompt_type,dataset,experiment_type,total_samples,f1_score,fallback_used_count,prompted_again_count,number_tries_mean,number_tries_median,target,phase,source_target,dest_target
mistral_24b_cot_target-dtp_dataset-pstance_type-test_results.csv,mistral_24b,cot,pstance,in_target,777,0.6879,4,8,1.005148005148005,1.0,dtp,phase1,,
mistral_24b_few_shot_target-hc_dataset-semeval_type-test_results.csv,mistral_24b,few_shot,semeval,in_target,295,0.7362,0,0,1.0,1.0,hc,phase1,,
mistral_24b_few_shot_target-cc_dataset-semeval_type-test_results.csv,mistral_24b,few_shot,semeval,in_target,169,0.5864,0,0,1.0,1.0,cc,phase1,,
mistral_24b_knowledge_infused_target-cc_dataset-semeval_type-test_results.csv,mistral_24b,knowledge_infused,semeval,in_target,169,0.5279,0,0,1.0,1.0,cc,phase1,,
mistral_24b_few_shot_target-la_dataset-semeval_type-test_results.csv,mistral_24b,few_shot,semeval,in_target,280,0.5889,0,0,1.0,1.0,la,phase1,,
mistral_24b_knowledge_infused_target-school_dataset-covid_type-test_results.csv,mistral_24b,knowledge_infused,covid,in_target,200,0.3478,0,0,1.0,1.0,school,phase1,,
mistral_24b_knowledge_infused_target-fauci_dataset-covid_type-test_results.csv,mistral_24b,knowledge_infused,covid,in_target,200,0.7103,0,0,1.0,1.0,fauci,phase1,,
mistral_24b_vanilla_target-hc_dataset-semeval_type-test_results.csv,mistral_24b,vanilla,semeval,in_target,295,0.6162,0,0,1.0,1.0,hc,phase1,,
mistral_24b_vanilla_target-dtp_dataset-pstance_type-test_results.csv,mistral_24b,vanilla,pstance,in_target,777,0.7059,0,5,1.0064350064350065,1.0,dtp,phase1,,
mistral_24b_vanilla_target-joe_dataset-pstance_type-test_results.csv,mistral_24b,vanilla,pstance,in_target,745,0.8118,8,26,1.0241610738255034,1.0,joe,phase1,,
mistral_24b_knowledge_infused_target-hlt_dataset-wtwt_type-test_results.csv,mistral_24b,knowledge_infused,wtwt,in_target,7367,0.6712,0,0,1.0,1.0,hlt,phase1,,
mistral_24b_vanilla_target-hlt_dataset-wtwt_type-test_results.csv,mistral_24b,vanilla,wtwt,in_target,7367,0.2141,0,0,1.0,1.0,hlt,phase1,,
mistral_24b_cot_target-ent_dataset-wtwt_type-test_results.csv,mistral_24b,cot,wtwt,in_target,3714,0.1819,0,0,1.0,1.0,ent,phase1,,
mistral_24b_few_shot_target-hlt_dataset-wtwt_type-test_results.csv,mistral_24b,few_shot,wtwt,in_target,7367,0.5841,0,0,1.0,1.0,hlt,phase1,,
mistral_24b_cot_target-hlt_dataset-wtwt_type-test_results.csv,mistral_24b,cot,wtwt,in_target,7367,0.1841,0,0,1.0,1.0,hlt,phase1,,
mistral_24b_cot_knowledge_target-hlt_dataset-wtwt_type-test_results.csv,mistral_24b,cot_knowledge,wtwt,in_target,7367,0.6415,0,0,1.0,1.0,hlt,phase1,,
mistral_24b_cot_knowledge_few_shot_target-hlt_dataset-wtwt_type-test_results.csv,mistral_24b,cot_knowledge_few_shot,wtwt,in_target,7367,0.7006,0,0,1.0,1.0,hlt,phase1,,
mistral_24b_cot_knowledge_target-ent_dataset-wtwt_type-test_results.csv,mistral_24b,cot_knowledge,wtwt,in_target,3714,0.5579,0,0,1.0,1.0,ent,phase1,,
mistral_24b_cot_knowledge_few_shot_target-ent_dataset-wtwt_type-test_results.csv,mistral_24b,cot_knowledge_few_shot,wtwt,in_target,3714,0.6284,0,0,1.0,1.0,ent,phase1,,
mistral_24b_few_shot_target-ent_dataset-wtwt_type-test_results.csv,mistral_24b,few_shot,wtwt,in_target,3714,0.5622,0,0,1.0,1.0,ent,phase1,,
mistral_24b_knowledge_infused_target-ent_dataset-wtwt_type-test_results.csv,mistral_24b,knowledge_infused,wtwt,in_target,3714,0.5431,0,0,1.0,1.0,ent,phase1,,
llama3_8b_cot_knowledge_target-dtp_dataset-pstance_type-test_results.csv,llama3_8b,cot_knowledge,pstance,in_target,777,0.6336,0,1,1.0012870012870012,1.0,dtp,phase1,,
llama3_8b_cot_knowledge_target-la_dataset-semeval_type-test_results.csv,llama3_8b,cot_knowledge,semeval,in_target,280,0.5522,0,2,1.0071428571428571,1.0,la,phase1,,
llama3_8b_cot_knowledge_few_shot_target-la_dataset-semeval_type-test_results.csv,llama3_8b,cot_knowledge_few_shot,semeval,in_target,280,0.6169,0,0,1.0,1.0,la,phase1,,
llama3_8b_cot_knowledge_few_shot_target-dt_dataset-semeval_type-test_results.csv,llama3_8b,cot_knowledge_few_shot,semeval,in_target,177,0.5702,0,0,1.0,1.0,dt,phase1,,
llama3_8b_cot_knowledge_target-cc_dataset-semeval_type-test_results.csv,llama3_8b,cot_knowledge,semeval,in_target,169,0.5645,0,0,1.0,1.0,cc,phase1,,
llama3_8b_cot_knowledge_few_shot_target-dtp_dataset-pstance_type-test_results.csv,llama3_8b,cot_knowledge_few_shot,pstance,in_target,777,0.7491,0,2,1.0025740025740026,1.0,dtp,phase1,,
llama3_8b_cot_target-dtp_dataset-pstance_type-test_results.csv,llama3_8b,cot,pstance,in_target,777,0.5934,0,1,1.0012870012870012,1.0,dtp,phase1,,
llama3_8b_cot_knowledge_few_shot_target-hc_dataset-semeval_type-test_results.csv,llama3_8b,cot_knowledge_few_shot,semeval,in_target,295,0.7075,0,0,1.0,1.0,hc,phase1,,
llama3_8b_cot_knowledge_target-bernie_dataset-pstance_type-test_results.csv,llama3_8b,cot_knowledge,pstance,in_target,635,0.7432,0,0,1.0,1.0,bernie,phase1,,
llama3_8b_cot_knowledge_target-hc_dataset-semeval_type-test_results.csv,llama3_8b,cot_knowledge,semeval,in_target,295,0.6134,0,3,1.0101694915254238,1.0,hc,phase1,,
llama3_8b_cot_knowledge_few_shot_target-cc_dataset-semeval_type-test_results.csv,llama3_8b,cot_knowledge_few_shot,semeval,in_target,169,0.5954,0,0,1.0,1.0,cc,phase1,,
llama3_8b_cot_knowledge_few_shot_target-bernie_dataset-pstance_type-test_results.csv,llama3_8b,cot_knowledge_few_shot,pstance,in_target,635,0.7646,0,2,1.003149606299213,1.0,bernie,phase1,,
llama3_8b_cot_knowledge_few_shot_target-fm_dataset-semeval_type-test_results.csv,llama3_8b,cot_knowledge_few_shot,semeval,in_target,285,0.6298,0,0,1.0,1.0,fm,phase1,,
llama3_8b_cot_knowledge_target-fauci_dataset-covid_type-test_results.csv,llama3_8b,cot_knowledge,covid,in_target,200,0.4783,0,1,1.005,1.0,fauci,phase1,,
llama3_8b_cot_knowledge_target-at_dataset-semeval_type-test_results.csv,llama3_8b,cot_knowledge,semeval,in_target,220,0.2184,0,0,1.0,1.0,at,phase1,,
llama3_8b_cot_knowledge_target-school_dataset-covid_type-test_results.csv,llama3_8b,cot_knowledge,covid,in_target,200,0.2721,0,1,1.005,1.0,school,phase1,,
llama3_8b_cot_knowledge_target-joe_dataset-pstance_type-test_results.csv,llama3_8b,cot_knowledge,pstance,in_target,745,0.778,0,8,1.010738255033557,1.0,joe,phase1,,
llama3_8b_cot_target-at_dataset-semeval_type-test_results.csv,llama3_8b,cot,semeval,in_target,220,0.1671,0,117,1.5318181818181815,2.0,at,phase1,,
llama3_8b_cot_target-bernie_dataset-pstance_type-test_results.csv,llama3_8b,cot,pstance,in_target,635,0.7048,0,0,1.0,1.0,bernie,phase1,,
llama3_8b_cot_target-cc_dataset-semeval_type-test_results.csv,llama3_8b,cot,semeval,in_target,169,0.4473,0,102,1.603550295857988,2.0,cc,phase1,,
llama3_8b_cot_target-hc_dataset-semeval_type-test_results.csv,llama3_8b,cot,semeval,in_target,295,0.4953,0,105,1.3559322033898304,1.0,hc,phase1,,
llama3_8b_cot_target-joe_dataset-pstance_type-test_results.csv,llama3_8b,cot,pstance,in_target,745,0.7693,0,3,1.0228187919463088,1.0,joe,phase1,,
llama3_8b_cot_target-la_dataset-semeval_type-test_results.csv,llama3_8b,cot,semeval,in_target,280,0.3972,0,112,1.4,1.0,la,phase1,,
llama3_8b_cot_target-school_dataset-covid_type-test_results.csv,llama3_8b,cot,covid,in_target,200,0.2475,1,23,1.11,1.0,school,phase1,,
llama3_8b_cot_target-stay_dataset-covid_type-test_results.csv,llama3_8b,cot,covid,in_target,200,0.4248,0,34,1.17,1.0,stay,phase1,,
llama3_8b_few_shot_target-hc_dataset-semeval_type-test_results.csv,llama3_8b,few_shot,semeval,in_target,295,0.6431,0,0,1.0,1.0,hc,phase1,,
llama3_8b_few_shot_target-at_dataset-semeval_type-test_results.csv,llama3_8b,few_shot,semeval,in_target,220,0.2868,0,0,1.0,1.0,at,phase1,,
llama3_8b_few_shot_target-cc_dataset-semeval_type-test_results.csv,llama3_8b,few_shot,semeval,in_target,169,0.5206,0,0,1.0,1.0,cc,phase1,,
llama3_8b_few_shot_target-bernie_dataset-pstance_type-test_results.csv,llama3_8b,few_shot,pstance,in_target,635,0.7664,0,11,1.0173228346456693,1.0,bernie,phase1,,
llama3_8b_few_shot_target-dtp_dataset-pstance_type-test_results.csv,llama3_8b,few_shot,pstance,in_target,777,0.775,0,6,1.0077220077220077,1.0,dtp,phase1,,
llama3_8b_few_shot_target-dt_dataset-semeval_type-test_results.csv,llama3_8b,few_shot,semeval,in_target,177,0.6057,0,0,1.0,1.0,dt,phase1,,
llama3_8b_few_shot_target-face_dataset-covid_type-test_results.csv,llama3_8b,few_shot,covid,in_target,200,0.6044,0,0,1.0,1.0,face,phase1,,
llama3_8b_few_shot_target-fm_dataset-semeval_type-test_results.csv,llama3_8b,few_shot,semeval,in_target,285,0.5756,0,0,1.0,1.0,fm,phase1,,
llama3_8b_few_shot_target-fauci_dataset-covid_type-test_results.csv,llama3_8b,few_shot,covid,in_target,200,0.4819,0,0,1.0,1.0,fauci,phase1,,
llama3_8b_few_shot_target-joe_dataset-pstance_type-test_results.csv,llama3_8b,few_shot,pstance,in_target,745,0.8173,0,13,1.01744966442953,1.0,joe,phase1,,
llama3_8b_few_shot_target-la_dataset-semeval_type-test_results.csv,llama3_8b,few_shot,semeval,in_target,280,0.5995,0,0,1.0,1.0,la,phase1,,
llama3_8b_few_shot_target-school_dataset-covid_type-test_results.csv,llama3_8b,few_shot,covid,in_target,200,0.3766,0,0,1.0,1.0,school,phase1,,
llama3_8b_knowledge_infused_target-at_dataset-semeval_type-test_results.csv,llama3_8b,knowledge_infused,semeval,in_target,220,0.2317,0,0,1.0,1.0,at,phase1,,
llama3_8b_few_shot_target-stay_dataset-covid_type-test_results.csv,llama3_8b,few_shot,covid,in_target,200,0.6089,0,0,1.0,1.0,stay,phase1,,
llama3_8b_cot_knowledge_few_shot_target-joe_dataset-pstance_type-test_results.csv,llama3_8b,cot_knowledge_few_shot,pstance,in_target,745,0.8193,0,6,1.008053691275168,1.0,joe,phase1,,
llama3_8b_knowledge_infused_target-dt_dataset-semeval_type-test_results.csv,llama3_8b,knowledge_infused,semeval,in_target,177,0.5842,0,4,1.0225988700564972,1.0,dt,phase1,,
llama3_8b_knowledge_infused_target-cc_dataset-semeval_type-test_results.csv,llama3_8b,knowledge_infused,semeval,in_target,169,0.5411,1,1,1.0,1.0,cc,phase1,,
llama3_8b_knowledge_infused_target-bernie_dataset-pstance_type-test_results.csv,llama3_8b,knowledge_infused,pstance,in_target,635,0.7457,0,1,1.0015748031496063,1.0,bernie,phase1,,
llama3_8b_knowledge_infused_target-face_dataset-covid_type-test_results.csv,llama3_8b,knowledge_infused,covid,in_target,200,0.5651,0,0,1.0,1.0,face,phase1,,
llama3_8b_knowledge_infused_target-fm_dataset-semeval_type-test_results.csv,llama3_8b,knowledge_infused,semeval,in_target,285,0.6578,0,4,1.0140350877192983,1.0,fm,phase1,,
llama3_8b_knowledge_infused_target-fauci_dataset-covid_type-test_results.csv,llama3_8b,knowledge_infused,covid,in_target,200,0.5016,0,0,1.0,1.0,fauci,phase1,,
llama3_8b_knowledge_infused_target-hc_dataset-semeval_type-test_results.csv,llama3_8b,knowledge_infused,semeval,in_target,295,0.7003,0,2,1.006779661016949,1.0,hc,phase1,,
llama3_8b_knowledge_infused_target-la_dataset-semeval_type-test_results.csv,llama3_8b,knowledge_infused,semeval,in_target,280,0.6369,0,3,1.0107142857142857,1.0,la,phase1,,
llama3_8b_knowledge_infused_target-stay_dataset-covid_type-test_results.csv,llama3_8b,knowledge_infused,covid,in_target,200,0.6067,0,0,1.0,1.0,stay,phase1,,
llama3_8b_knowledge_infused_target-school_dataset-covid_type-test_results.csv,llama3_8b,knowledge_infused,covid,in_target,200,0.2416,1,1,1.0,1.0,school,phase1,,
llama3_8b_vanilla_target-bernie_dataset-pstance_type-test_results.csv,llama3_8b,vanilla,pstance,in_target,635,0.6816,0,0,1.0,1.0,bernie,phase1,,
llama3_8b_vanilla_target-at_dataset-semeval_type-test_results.csv,llama3_8b,vanilla,semeval,in_target,220,0.1386,0,4,1.018181818181818,1.0,at,phase1,,
llama3_8b_vanilla_target-dt_dataset-semeval_type-test_results.csv,llama3_8b,vanilla,semeval,in_target,177,0.4836,0,4,1.0225988700564972,1.0,dt,phase1,,
llama3_8b_vanilla_target-cc_dataset-semeval_type-test_results.csv,llama3_8b,vanilla,semeval,in_target,169,0.4427,1,1,1.0,1.0,cc,phase1,,
llama3_8b_vanilla_target-dtp_dataset-pstance_type-test_results.csv,llama3_8b,vanilla,pstance,in_target,777,0.6057,0,2,1.0025740025740026,1.0,dtp,phase1,,
llama3_8b_vanilla_target-fauci_dataset-covid_type-test_results.csv,llama3_8b,vanilla,covid,in_target,200,0.3663,0,0,1.0,1.0,fauci,phase1,,
llama3_8b_vanilla_target-face_dataset-covid_type-test_results.csv,llama3_8b,vanilla,covid,in_target,200,0.4308,0,0,1.0,1.0,face,phase1,,
llama3_8b_vanilla_target-fm_dataset-semeval_type-test_results.csv,llama3_8b,vanilla,semeval,in_target,285,0.5263,1,18,1.0596491228070175,1.0,fm,phase1,,
llama3_8b_vanilla_target-hc_dataset-semeval_type-test_results.csv,llama3_8b,vanilla,semeval,in_target,295,0.5079,0,6,1.0203389830508474,1.0,hc,phase1,,
llama3_8b_vanilla_target-la_dataset-semeval_type-test_results.csv,llama3_8b,vanilla,semeval,in_target,280,0.4044,1,6,1.0178571428571428,1.0,la,phase1,,
llama3_8b_vanilla_target-joe_dataset-pstance_type-test_results.csv,llama3_8b,vanilla,pstance,in_target,745,0.7678,0,4,1.0067114093959733,1.0,joe,phase1,,
llama3_8b_vanilla_target-stay_dataset-covid_type-test_results.csv,llama3_8b,vanilla,covid,in_target,200,0.5199,0,0,1.0,1.0,stay,phase1,,
llama3_8b_vanilla_target-school_dataset-covid_type-test_results.csv,llama3_8b,vanilla,covid,in_target,200,0.2373,1,1,1.0,1.0,school,phase1,,
llama3_8b_knowledge_infused_target-dtp_dataset-pstance_type-test_results.csv,llama3_8b,knowledge_infused,pstance,in_target,777,0.6624,0,0,1.0,1.0,dtp,phase1,,
llama3_8b_knowledge_infused_target-joe_dataset-pstance_type-test_results.csv,llama3_8b,knowledge_infused,pstance,in_target,745,0.7979,0,7,1.0093959731543625,1.0,joe,phase1,,
llama3_8b_cot_knowledge_target-stay_dataset-covid_type-test_results.csv,llama3_8b,cot_knowledge,covid,in_target,200,0.6116,0,0,1.0,1.0,stay,phase1,,
llama3_8b_cot_target-face_dataset-covid_type-test_results.csv,llama3_8b,cot,covid,in_target,200,0.4951,0,28,1.14,1.0,face,phase1,,
llama3_8b_cot_target-fm_dataset-semeval_type-test_results.csv,llama3_8b,cot,semeval,in_target,285,0.5095,0,117,1.4105263157894736,1.0,fm,phase1,,
llama3_8b_cot_knowledge_few_shot_target-school_dataset-covid_type-test_results.csv,llama3_8b,cot_knowledge_few_shot,covid,in_target,200,0.4233,0,0,1.0,1.0,school,phase1,,
llama3_8b_cot_target-fauci_dataset-covid_type-test_results.csv,llama3_8b,cot,covid,in_target,200,0.3662,0,27,1.135,1.0,fauci,phase1,,
llama3_8b_cot_target-dt_dataset-semeval_type-test_results.csv,llama3_8b,cot,semeval,in_target,177,0.4331,0,82,1.463276836158192,1.0,dt,phase1,,
llama3_8b_cot_knowledge_few_shot_target-face_dataset-covid_type-test_results.csv,llama3_8b,cot_knowledge_few_shot,covid,in_target,200,0.6413,0,0,1.0,1.0,face,phase1,,
llama3_8b_cot_knowledge_target-dt_dataset-semeval_type-test_results.csv,llama3_8b,cot_knowledge,semeval,in_target,177,0.488,0,0,1.0,1.0,dt,phase1,,
llama3_8b_cot_knowledge_target-face_dataset-covid_type-test_results.csv,llama3_8b,cot_knowledge,covid,in_target,200,0.571,0,0,1.0,1.0,face,phase1,,
llama3_8b_cot_knowledge_few_shot_target-at_dataset-semeval_type-test_results.csv,llama3_8b,cot_knowledge_few_shot,semeval,in_target,220,0.4634,0,0,1.0,1.0,at,phase1,,
llama3_8b_cot_knowledge_few_shot_target-fauci_dataset-covid_type-test_results.csv,llama3_8b,cot_knowledge_few_shot,covid,in_target,200,0.5795,0,2,1.01,1.0,fauci,phase1,,
llama3_8b_cot_knowledge_target-fm_dataset-semeval_type-test_results.csv,llama3_8b,cot_knowledge,semeval,in_target,285,0.6184,0,1,1.0035087719298246,1.0,fm,phase1,,
llama3_8b_cot_knowledge_few_shot_target-stay_dataset-covid_type-test_results.csv,llama3_8b,cot_knowledge_few_shot,covid,in_target,200,0.6369,0,0,1.0,1.0,stay,phase1,,
llama3_8b_knowledge_infused_target-hlt_dataset-wtwt_type-test_results.csv,llama3_8b,knowledge_infused,wtwt,in_target,7367,0.6113,0,0,1.0,1.0,hlt,phase1,,
llama3_8b_cot_target-ent_dataset-wtwt_type-test_results.csv,llama3_8b,cot,wtwt,in_target,3714,0.1667,0,8,1.0029617662897146,1.0,ent,phase1,,
llama3_8b_cot_knowledge_target-ent_dataset-wtwt_type-test_results.csv,llama3_8b,cot_knowledge,wtwt,in_target,3714,0.4214,0,0,1.0,1.0,ent,phase1,,
llama3_8b_cot_knowledge_target-hlt_dataset-wtwt_type-test_results.csv,llama3_8b,cot_knowledge,wtwt,in_target,7367,0.568,0,1,1.0001357404642324,1.0,hlt,phase1,,
llama3_8b_cot_target-hlt_dataset-wtwt_type-test_results.csv,llama3_8b,cot,wtwt,in_target,7367,0.2787,0,16,1.002171847427718,1.0,hlt,phase1,,
llama3_8b_few_shot_target-ent_dataset-wtwt_type-test_results.csv,llama3_8b,few_shot,wtwt,in_target,3714,0.4372,0,2,1.0005385029617664,1.0,ent,phase1,,
llama3_8b_few_shot_target-hlt_dataset-wtwt_type-test_results.csv,llama3_8b,few_shot,wtwt,in_target,7367,0.6053,0,0,1.0,1.0,hlt,phase1,,
llama3_8b_vanilla_target-hlt_dataset-wtwt_type-test_results.csv,llama3_8b,vanilla,wtwt,in_target,7367,0.2746,1,5,1.0005429618569297,1.0,hlt,phase1,,
llama3_8b_vanilla_target-ent_dataset-wtwt_type-test_results.csv,llama3_8b,vanilla,wtwt,in_target,3714,0.1871,2,4,1.0005385029617664,1.0,ent,phase1,,
llama3_8b_cot_knowledge_few_shot_target-ent_dataset-wtwt_type-test_results.csv,llama3_8b,cot_knowledge_few_shot,wtwt,in_target,3714,0.5137,0,0,1.0,1.0,ent,phase1,,
llama3_8b_cot_knowledge_few_shot_target-hlt_dataset-wtwt_type-test_results.csv,llama3_8b,cot_knowledge_few_shot,wtwt,in_target,7367,0.6722,0,0,1.0,1.0,hlt,phase1,,
llama3_8b_knowledge_infused_target-ent_dataset-wtwt_type-test_results.csv,llama3_8b,knowledge_infused,wtwt,in_target,3714,0.4521,0,0,1.0,1.0,ent,phase1,,
phi_cot_knowledge_few_shot_target-hc_dataset-semeval_type-test_results.csv,phi,cot_knowledge_few_shot,semeval,in_target,295,0.6798,0,0,1.0,1.0,hc,phase1,,
phi_cot_knowledge_target-fm_dataset-semeval_type-test_results.csv,phi,cot_knowledge,semeval,in_target,285,0.5551,0,0,1.0,1.0,fm,phase1,,
phi_cot_knowledge_few_shot_target-face_dataset-covid_type-test_results.csv,phi,cot_knowledge_few_shot,covid,in_target,200,0.4941,0,0,1.0,1.0,face,phase1,,
phi_cot_knowledge_few_shot_target-at_dataset-semeval_type-test_results.csv,phi,cot_knowledge_few_shot,semeval,in_target,220,0.3893,0,0,1.0,1.0,at,phase1,,
phi_cot_knowledge_few_shot_target-cc_dataset-semeval_type-test_results.csv,phi,cot_knowledge_few_shot,semeval,in_target,169,0.5212,0,0,1.0,1.0,cc,phase1,,
phi_cot_knowledge_few_shot_target-bernie_dataset-pstance_type-test_results.csv,phi,cot_knowledge_few_shot,pstance,in_target,635,0.748,0,22,1.0456692913385828,1.0,bernie,phase1,,
phi_cot_knowledge_few_shot_target-joe_dataset-pstance_type-test_results.csv,phi,cot_knowledge_few_shot,pstance,in_target,745,0.7873,4,29,1.051006711409396,1.0,joe,phase1,,
phi_cot_knowledge_few_shot_target-dtp_dataset-pstance_type-test_results.csv,phi,cot_knowledge_few_shot,pstance,in_target,777,0.6866,0,14,1.018018018018018,1.0,dtp,phase1,,
phi_cot_knowledge_few_shot_target-dt_dataset-semeval_type-test_results.csv,phi,cot_knowledge_few_shot,semeval,in_target,177,0.5294,0,0,1.0,1.0,dt,phase1,,
phi_cot_knowledge_few_shot_target-fm_dataset-semeval_type-test_results.csv,phi,cot_knowledge_few_shot,semeval,in_target,285,0.5898,0,0,1.0,1.0,fm,phase1,,
phi_cot_knowledge_few_shot_target-fauci_dataset-covid_type-test_results.csv,phi,cot_knowledge_few_shot,covid,in_target,200,0.5885,0,0,1.0,1.0,fauci,phase1,,
phi_cot_knowledge_few_shot_target-la_dataset-semeval_type-test_results.csv,phi,cot_knowledge_few_shot,semeval,in_target,280,0.5206,0,0,1.0,1.0,la,phase1,,
phi_cot_knowledge_target-cc_dataset-semeval_type-test_results.csv,phi,cot_knowledge,semeval,in_target,169,0.535,0,0,1.0,1.0,cc,phase1,,
phi_cot_knowledge_few_shot_target-stay_dataset-covid_type-test_results.csv,phi,cot_knowledge_few_shot,covid,in_target,200,0.6855,0,0,1.0,1.0,stay,phase1,,
phi_cot_knowledge_few_shot_target-school_dataset-covid_type-test_results.csv,phi,cot_knowledge_few_shot,covid,in_target,200,0.3169,0,0,1.0,1.0,school,phase1,,
phi_cot_knowledge_target-bernie_dataset-pstance_type-test_results.csv,phi,cot_knowledge,pstance,in_target,635,0.7135,0,3,1.0110236220472442,1.0,bernie,phase1,,
phi_cot_knowledge_target-at_dataset-semeval_type-test_results.csv,phi,cot_knowledge,semeval,in_target,220,0.1669,0,0,1.0,1.0,at,phase1,,
phi_cot_knowledge_target-dtp_dataset-pstance_type-test_results.csv,phi,cot_knowledge,pstance,in_target,777,0.6359,1,1,1.0,1.0,dtp,phase1,,
phi_cot_knowledge_target-dt_dataset-semeval_type-test_results.csv,phi,cot_knowledge,semeval,in_target,177,0.5394,0,0,1.0,1.0,dt,phase1,,
phi_cot_knowledge_target-face_dataset-covid_type-test_results.csv,phi,cot_knowledge,covid,in_target,200,0.5173,0,0,1.0,1.0,face,phase1,,
phi_cot_knowledge_target-hc_dataset-semeval_type-test_results.csv,phi,cot_knowledge,semeval,in_target,295,0.61,0,0,1.0,1.0,hc,phase1,,
phi_cot_knowledge_target-fauci_dataset-covid_type-test_results.csv,phi,cot_knowledge,covid,in_target,200,0.5589,0,0,1.0,1.0,fauci,phase1,,
phi_cot_target-at_dataset-semeval_type-test_results.csv,phi,cot,semeval,in_target,220,0.1706,0,0,1.0,1.0,at,phase1,,
phi_cot_knowledge_target-joe_dataset-pstance_type-test_results.csv,phi,cot_knowledge,pstance,in_target,745,0.7901,1,9,1.0308724832214766,1.0,joe,phase1,,
phi_cot_knowledge_target-school_dataset-covid_type-test_results.csv,phi,cot_knowledge,covid,in_target,200,0.3,0,0,1.0,1.0,school,phase1,,
phi_cot_knowledge_target-la_dataset-semeval_type-test_results.csv,phi,cot_knowledge,semeval,in_target,280,0.4825,0,0,1.0,1.0,la,phase1,,
phi_cot_knowledge_target-stay_dataset-covid_type-test_results.csv,phi,cot_knowledge,covid,in_target,200,0.6146,0,0,1.0,1.0,stay,phase1,,
phi_cot_target-cc_dataset-semeval_type-test_results.csv,phi,cot,semeval,in_target,169,0.4526,0,0,1.0,1.0,cc,phase1,,
phi_cot_target-bernie_dataset-pstance_type-test_results.csv,phi,cot,pstance,in_target,635,0.6882,1,1,1.0,1.0,bernie,phase1,,
phi_cot_target-dtp_dataset-pstance_type-test_results.csv,phi,cot,pstance,in_target,777,0.6164,0,1,1.003861003861004,1.0,dtp,phase1,,
phi_cot_target-dt_dataset-semeval_type-test_results.csv,phi,cot,semeval,in_target,177,0.4539,0,0,1.0,1.0,dt,phase1,,
phi_cot_target-fauci_dataset-covid_type-test_results.csv,phi,cot,covid,in_target,200,0.4187,0,0,1.0,1.0,fauci,phase1,,
phi_cot_target-face_dataset-covid_type-test_results.csv,phi,cot,covid,in_target,200,0.4768,0,0,1.0,1.0,face,phase1,,
phi_cot_target-hc_dataset-semeval_type-test_results.csv,phi,cot,semeval,in_target,295,0.4497,0,0,1.0,1.0,hc,phase1,,
phi_cot_target-fm_dataset-semeval_type-test_results.csv,phi,cot,semeval,in_target,285,0.5107,0,0,1.0,1.0,fm,phase1,,
phi_cot_target-joe_dataset-pstance_type-test_results.csv,phi,cot,pstance,in_target,745,0.7784,1,6,1.0335570469798658,1.0,joe,phase1,,
phi_cot_target-la_dataset-semeval_type-test_results.csv,phi,cot,semeval,in_target,280,0.368,0,0,1.0,1.0,la,phase1,,
phi_cot_target-school_dataset-covid_type-test_results.csv,phi,cot,covid,in_target,200,0.27,0,0,1.0,1.0,school,phase1,,
phi_cot_target-stay_dataset-covid_type-test_results.csv,phi,cot,covid,in_target,200,0.3698,0,0,1.0,1.0,stay,phase1,,
phi_few_shot_target-at_dataset-semeval_type-test_results.csv,phi,few_shot,semeval,in_target,220,0.2716,0,0,1.0,1.0,at,phase1,,
phi_few_shot_target-bernie_dataset-pstance_type-test_results.csv,phi,few_shot,pstance,in_target,635,0.7573,2,25,1.0645669291338582,1.0,bernie,phase1,,
phi_few_shot_target-dt_dataset-semeval_type-test_results.csv,phi,few_shot,semeval,in_target,177,0.5406,0,0,1.0,1.0,dt,phase1,,
phi_few_shot_target-cc_dataset-semeval_type-test_results.csv,phi,few_shot,semeval,in_target,169,0.5792,0,0,1.0,1.0,cc,phase1,,
phi_few_shot_target-dtp_dataset-pstance_type-test_results.csv,phi,few_shot,pstance,in_target,777,0.6888,0,11,1.0141570141570142,1.0,dtp,phase1,,
phi_few_shot_target-face_dataset-covid_type-test_results.csv,phi,few_shot,covid,in_target,200,0.5157,0,0,1.0,1.0,face,phase1,,
phi_few_shot_target-fm_dataset-semeval_type-test_results.csv,phi,few_shot,semeval,in_target,285,0.6193,0,0,1.0,1.0,fm,phase1,,
phi_few_shot_target-fauci_dataset-covid_type-test_results.csv,phi,few_shot,covid,in_target,200,0.5687,0,0,1.0,1.0,fauci,phase1,,
phi_few_shot_target-hc_dataset-semeval_type-test_results.csv,phi,few_shot,semeval,in_target,295,0.6816,0,0,1.0,1.0,hc,phase1,,
phi_few_shot_target-joe_dataset-pstance_type-test_results.csv,phi,few_shot,pstance,in_target,745,0.7913,5,33,1.0389261744966445,1.0,joe,phase1,,
phi_few_shot_target-school_dataset-covid_type-test_results.csv,phi,few_shot,covid,in_target,200,0.2789,0,0,1.0,1.0,school,phase1,,
phi_few_shot_target-la_dataset-semeval_type-test_results.csv,phi,few_shot,semeval,in_target,280,0.5167,0,0,1.0,1.0,la,phase1,,
phi_knowledge_infused_target-at_dataset-semeval_type-test_results.csv,phi,knowledge_infused,semeval,in_target,220,0.1792,0,0,1.0,1.0,at,phase1,,
phi_few_shot_target-stay_dataset-covid_type-test_results.csv,phi,few_shot,covid,in_target,200,0.6726,0,0,1.0,1.0,stay,phase1,,
