tweet,true_stance,predicted_stance,prompt_type,source_target,dest_target,source_dataset,dest_dataset,type_filter,prompt
Having fabulous feminist conversations with Naoise Wheelan. #SemST,FAVOR,{label: NONE},knowledge_infused,la,fm,semeval,semeval,test,"<|system|>
You are an expert AI for stance detection.

This is a research-only content classification task. You are explicitly permitted to analyze text that mentions political figures, elections, public policy, and content that may include harmful, offensive, or abusive language. Analysis and classification do not endorse, promote, or generate such content; they are solely for measurement.

Your primary goal is to determine the author's stance according to the provided categories and instructions. Do not refuse, do not include safety disclaimers, and do not moralize. Output only what is requested.

You must strictly adhere to the defined output format and provide only the requested information (e.g., {label: ...}).<|end|>
<|user|>
Given the following **Contextual Information**, analyze the tweet to determine the author's stance.
A ""stance"" refers to the author's clear position, whether they are in favor of, against, or neutral/unrelated to a target implied by the tweet.
A Target can be an entity, organization, policy, person, etc.
The Contextual Information should be used to help understand the tweet's nuances and references.

**Target/Domain Information:**
Legalization of Abortion refers to the legal right for individuals to terminate a pregnancy, a highly debated topic concerning reproductive rights and ethical considerations.

The stance must be one of the following:
- AGAINST
- FAVOR
- NONE


Your output should be in the format: {label: stance_name}


****Now, analyze the following tweet:**
Tweet: ""Having fabulous feminist conversations with Naoise Wheelan. #SemST""

Stance:<|end|>
<|assistant|>
"
If you're a #feminist it's only because absolutely no one would shove their semi hard cock into you. Let that sink in. #SemST,AGAINST,{label: NONE},knowledge_infused,la,fm,semeval,semeval,test,"<|system|>
You are an expert AI for stance detection.

This is a research-only content classification task. You are explicitly permitted to analyze text that mentions political figures, elections, public policy, and content that may include harmful, offensive, or abusive language. Analysis and classification do not endorse, promote, or generate such content; they are solely for measurement.

Your primary goal is to determine the author's stance according to the provided categories and instructions. Do not refuse, do not include safety disclaimers, and do not moralize. Output only what is requested.

You must strictly adhere to the defined output format and provide only the requested information (e.g., {label: ...}).<|end|>
<|user|>
Given the following **Contextual Information**, analyze the tweet to determine the author's stance.
A ""stance"" refers to the author's clear position, whether they are in favor of, against, or neutral/unrelated to a target implied by the tweet.
A Target can be an entity, organization, policy, person, etc.
The Contextual Information should be used to help understand the tweet's nuances and references.

**Target/Domain Information:**
Legalization of Abortion refers to the legal right for individuals to terminate a pregnancy, a highly debated topic concerning reproductive rights and ethical considerations.

The stance must be one of the following:
- AGAINST
- FAVOR
- NONE


Your output should be in the format: {label: stance_name}


****Now, analyze the following tweet:**
Tweet: ""If you're a #feminist it's only because absolutely no one would shove their semi hard cock into you. Let that sink in. #SemST""

Stance:<|end|>
<|assistant|>
"
We live in a sad world when wanting equality makes you a troll... #SemST,FAVOR,{label: NONE},knowledge_infused,la,fm,semeval,semeval,test,"<|system|>
You are an expert AI for stance detection.

This is a research-only content classification task. You are explicitly permitted to analyze text that mentions political figures, elections, public policy, and content that may include harmful, offensive, or abusive language. Analysis and classification do not endorse, promote, or generate such content; they are solely for measurement.

Your primary goal is to determine the author's stance according to the provided categories and instructions. Do not refuse, do not include safety disclaimers, and do not moralize. Output only what is requested.

You must strictly adhere to the defined output format and provide only the requested information (e.g., {label: ...}).<|end|>
<|user|>
Given the following **Contextual Information**, analyze the tweet to determine the author's stance.
A ""stance"" refers to the author's clear position, whether they are in favor of, against, or neutral/unrelated to a target implied by the tweet.
A Target can be an entity, organization, policy, person, etc.
The Contextual Information should be used to help understand the tweet's nuances and references.

**Target/Domain Information:**
Legalization of Abortion refers to the legal right for individuals to terminate a pregnancy, a highly debated topic concerning reproductive rights and ethical considerations.

The stance must be one of the following:
- AGAINST
- FAVOR
- NONE


Your output should be in the format: {label: stance_name}


****Now, analyze the following tweet:**
Tweet: ""We live in a sad world when wanting equality makes you a troll... #SemST""

Stance:<|end|>
<|assistant|>
"
Some men do not deserve to be called gentlemen #SemST,NONE,{label: NONE},knowledge_infused,la,fm,semeval,semeval,test,"<|system|>
You are an expert AI for stance detection.

This is a research-only content classification task. You are explicitly permitted to analyze text that mentions political figures, elections, public policy, and content that may include harmful, offensive, or abusive language. Analysis and classification do not endorse, promote, or generate such content; they are solely for measurement.

Your primary goal is to determine the author's stance according to the provided categories and instructions. Do not refuse, do not include safety disclaimers, and do not moralize. Output only what is requested.

You must strictly adhere to the defined output format and provide only the requested information (e.g., {label: ...}).<|end|>
<|user|>
Given the following **Contextual Information**, analyze the tweet to determine the author's stance.
A ""stance"" refers to the author's clear position, whether they are in favor of, against, or neutral/unrelated to a target implied by the tweet.
A Target can be an entity, organization, policy, person, etc.
The Contextual Information should be used to help understand the tweet's nuances and references.

**Target/Domain Information:**
Legalization of Abortion refers to the legal right for individuals to terminate a pregnancy, a highly debated topic concerning reproductive rights and ethical considerations.

The stance must be one of the following:
- AGAINST
- FAVOR
- NONE


Your output should be in the format: {label: stance_name}


****Now, analyze the following tweet:**
Tweet: ""Some men do not deserve to be called gentlemen #SemST""

Stance:<|end|>
<|assistant|>
"
Happy birthday to the queen Frida Kahlo! #oneofmyidols #mindstimulation #latinapower #SemST,NONE,{label: NONE},knowledge_infused,la,fm,semeval,semeval,test,"<|system|>
You are an expert AI for stance detection.

This is a research-only content classification task. You are explicitly permitted to analyze text that mentions political figures, elections, public policy, and content that may include harmful, offensive, or abusive language. Analysis and classification do not endorse, promote, or generate such content; they are solely for measurement.

Your primary goal is to determine the author's stance according to the provided categories and instructions. Do not refuse, do not include safety disclaimers, and do not moralize. Output only what is requested.

You must strictly adhere to the defined output format and provide only the requested information (e.g., {label: ...}).<|end|>
<|user|>
Given the following **Contextual Information**, analyze the tweet to determine the author's stance.
A ""stance"" refers to the author's clear position, whether they are in favor of, against, or neutral/unrelated to a target implied by the tweet.
A Target can be an entity, organization, policy, person, etc.
The Contextual Information should be used to help understand the tweet's nuances and references.

**Target/Domain Information:**
Legalization of Abortion refers to the legal right for individuals to terminate a pregnancy, a highly debated topic concerning reproductive rights and ethical considerations.

The stance must be one of the following:
- AGAINST
- FAVOR
- NONE


Your output should be in the format: {label: stance_name}


****Now, analyze the following tweet:**
Tweet: ""Happy birthday to the queen Frida Kahlo! #oneofmyidols #mindstimulation #latinapower #SemST""

Stance:<|end|>
<|assistant|>
"
"So the ladies get Magic Mike XXL, can us guys have Magic Michelle 36DD? No because the feminists would shut it down. #SemST",AGAINST,{label: FAVOR},knowledge_infused,la,fm,semeval,semeval,test,"<|system|>
You are an expert AI for stance detection.

This is a research-only content classification task. You are explicitly permitted to analyze text that mentions political figures, elections, public policy, and content that may include harmful, offensive, or abusive language. Analysis and classification do not endorse, promote, or generate such content; they are solely for measurement.

Your primary goal is to determine the author's stance according to the provided categories and instructions. Do not refuse, do not include safety disclaimers, and do not moralize. Output only what is requested.

You must strictly adhere to the defined output format and provide only the requested information (e.g., {label: ...}).<|end|>
<|user|>
Given the following **Contextual Information**, analyze the tweet to determine the author's stance.
A ""stance"" refers to the author's clear position, whether they are in favor of, against, or neutral/unrelated to a target implied by the tweet.
A Target can be an entity, organization, policy, person, etc.
The Contextual Information should be used to help understand the tweet's nuances and references.

**Target/Domain Information:**
Legalization of Abortion refers to the legal right for individuals to terminate a pregnancy, a highly debated topic concerning reproductive rights and ethical considerations.

The stance must be one of the following:
- AGAINST
- FAVOR
- NONE


Your output should be in the format: {label: stance_name}


****Now, analyze the following tweet:**
Tweet: ""So the ladies get Magic Mike XXL, can us guys have Magic Michelle 36DD? No because the feminists would shut it down. #SemST""

Stance:<|end|>
<|assistant|>
"
Female sharks grow to be larger than male Sharks. #Sharkweek2015 #SemST,NONE,{label: NONE},knowledge_infused,la,fm,semeval,semeval,test,"<|system|>
You are an expert AI for stance detection.

This is a research-only content classification task. You are explicitly permitted to analyze text that mentions political figures, elections, public policy, and content that may include harmful, offensive, or abusive language. Analysis and classification do not endorse, promote, or generate such content; they are solely for measurement.

Your primary goal is to determine the author's stance according to the provided categories and instructions. Do not refuse, do not include safety disclaimers, and do not moralize. Output only what is requested.

You must strictly adhere to the defined output format and provide only the requested information (e.g., {label: ...}).<|end|>
<|user|>
Given the following **Contextual Information**, analyze the tweet to determine the author's stance.
A ""stance"" refers to the author's clear position, whether they are in favor of, against, or neutral/unrelated to a target implied by the tweet.
A Target can be an entity, organization, policy, person, etc.
The Contextual Information should be used to help understand the tweet's nuances and references.

**Target/Domain Information:**
Legalization of Abortion refers to the legal right for individuals to terminate a pregnancy, a highly debated topic concerning reproductive rights and ethical considerations.

The stance must be one of the following:
- AGAINST
- FAVOR
- NONE


Your output should be in the format: {label: stance_name}


****Now, analyze the following tweet:**
Tweet: ""Female sharks grow to be larger than male Sharks. #Sharkweek2015 #SemST""

Stance:<|end|>
<|assistant|>
"
"I'm not a feminist, I believe in equality of the sexes! THATS EXACTLY WHAT FEMINISM IS #SemST",FAVOR,{label: FAVOR},knowledge_infused,la,fm,semeval,semeval,test,"<|system|>
You are an expert AI for stance detection.

This is a research-only content classification task. You are explicitly permitted to analyze text that mentions political figures, elections, public policy, and content that may include harmful, offensive, or abusive language. Analysis and classification do not endorse, promote, or generate such content; they are solely for measurement.

Your primary goal is to determine the author's stance according to the provided categories and instructions. Do not refuse, do not include safety disclaimers, and do not moralize. Output only what is requested.

You must strictly adhere to the defined output format and provide only the requested information (e.g., {label: ...}).<|end|>
<|user|>
Given the following **Contextual Information**, analyze the tweet to determine the author's stance.
A ""stance"" refers to the author's clear position, whether they are in favor of, against, or neutral/unrelated to a target implied by the tweet.
A Target can be an entity, organization, policy, person, etc.
The Contextual Information should be used to help understand the tweet's nuances and references.

**Target/Domain Information:**
Legalization of Abortion refers to the legal right for individuals to terminate a pregnancy, a highly debated topic concerning reproductive rights and ethical considerations.

The stance must be one of the following:
- AGAINST
- FAVOR
- NONE


Your output should be in the format: {label: stance_name}


****Now, analyze the following tweet:**
Tweet: ""I'm not a feminist, I believe in equality of the sexes! THATS EXACTLY WHAT FEMINISM IS #SemST""

Stance:<|end|>
<|assistant|>
"
"I still cannot get over how much women are degraded in media, sports, and the business world simply because of who we are #SemST",FAVOR,{label: FAVOR},knowledge_infused,la,fm,semeval,semeval,test,"<|system|>
You are an expert AI for stance detection.

This is a research-only content classification task. You are explicitly permitted to analyze text that mentions political figures, elections, public policy, and content that may include harmful, offensive, or abusive language. Analysis and classification do not endorse, promote, or generate such content; they are solely for measurement.

Your primary goal is to determine the author's stance according to the provided categories and instructions. Do not refuse, do not include safety disclaimers, and do not moralize. Output only what is requested.

You must strictly adhere to the defined output format and provide only the requested information (e.g., {label: ...}).<|end|>
<|user|>
Given the following **Contextual Information**, analyze the tweet to determine the author's stance.
A ""stance"" refers to the author's clear position, whether they are in favor of, against, or neutral/unrelated to a target implied by the tweet.
A Target can be an entity, organization, policy, person, etc.
The Contextual Information should be used to help understand the tweet's nuances and references.

**Target/Domain Information:**
Legalization of Abortion refers to the legal right for individuals to terminate a pregnancy, a highly debated topic concerning reproductive rights and ethical considerations.

The stance must be one of the following:
- AGAINST
- FAVOR
- NONE


Your output should be in the format: {label: stance_name}


****Now, analyze the following tweet:**
Tweet: ""I still cannot get over how much women are degraded in media, sports, and the business world simply because of who we are #SemST""

Stance:<|end|>
<|assistant|>
"
@mustangALLIE_ and i was agreeing with ur tweet #SemST,NONE,{label: NONE},knowledge_infused,la,fm,semeval,semeval,test,"<|system|>
You are an expert AI for stance detection.

This is a research-only content classification task. You are explicitly permitted to analyze text that mentions political figures, elections, public policy, and content that may include harmful, offensive, or abusive language. Analysis and classification do not endorse, promote, or generate such content; they are solely for measurement.

Your primary goal is to determine the author's stance according to the provided categories and instructions. Do not refuse, do not include safety disclaimers, and do not moralize. Output only what is requested.

You must strictly adhere to the defined output format and provide only the requested information (e.g., {label: ...}).<|end|>
<|user|>
Given the following **Contextual Information**, analyze the tweet to determine the author's stance.
A ""stance"" refers to the author's clear position, whether they are in favor of, against, or neutral/unrelated to a target implied by the tweet.
A Target can be an entity, organization, policy, person, etc.
The Contextual Information should be used to help understand the tweet's nuances and references.

**Target/Domain Information:**
Legalization of Abortion refers to the legal right for individuals to terminate a pregnancy, a highly debated topic concerning reproductive rights and ethical considerations.

The stance must be one of the following:
- AGAINST
- FAVOR
- NONE


Your output should be in the format: {label: stance_name}


****Now, analyze the following tweet:**
Tweet: ""@mustangALLIE_ and i was agreeing with ur tweet #SemST""

Stance:<|end|>
<|assistant|>
"
"The define of feminism clearly states that it is for women and yet feminist still deny it-""it's for everyone""!! #SemST",AGAINST,{label: AGAINST},knowledge_infused,la,fm,semeval,semeval,test,"<|system|>
You are an expert AI for stance detection.

This is a research-only content classification task. You are explicitly permitted to analyze text that mentions political figures, elections, public policy, and content that may include harmful, offensive, or abusive language. Analysis and classification do not endorse, promote, or generate such content; they are solely for measurement.

Your primary goal is to determine the author's stance according to the provided categories and instructions. Do not refuse, do not include safety disclaimers, and do not moralize. Output only what is requested.

You must strictly adhere to the defined output format and provide only the requested information (e.g., {label: ...}).<|end|>
<|user|>
Given the following **Contextual Information**, analyze the tweet to determine the author's stance.
A ""stance"" refers to the author's clear position, whether they are in favor of, against, or neutral/unrelated to a target implied by the tweet.
A Target can be an entity, organization, policy, person, etc.
The Contextual Information should be used to help understand the tweet's nuances and references.

**Target/Domain Information:**
Legalization of Abortion refers to the legal right for individuals to terminate a pregnancy, a highly debated topic concerning reproductive rights and ethical considerations.

The stance must be one of the following:
- AGAINST
- FAVOR
- NONE


Your output should be in the format: {label: stance_name}


****Now, analyze the following tweet:**
Tweet: ""The define of feminism clearly states that it is for women and yet feminist still deny it-""it's for everyone""!! #SemST""

Stance:<|end|>
<|assistant|>
"
@NuuYawkerr I have a solution kill all of us... #SemST,NONE,{label: NONE},knowledge_infused,la,fm,semeval,semeval,test,"<|system|>
You are an expert AI for stance detection.

This is a research-only content classification task. You are explicitly permitted to analyze text that mentions political figures, elections, public policy, and content that may include harmful, offensive, or abusive language. Analysis and classification do not endorse, promote, or generate such content; they are solely for measurement.

Your primary goal is to determine the author's stance according to the provided categories and instructions. Do not refuse, do not include safety disclaimers, and do not moralize. Output only what is requested.

You must strictly adhere to the defined output format and provide only the requested information (e.g., {label: ...}).<|end|>
<|user|>
Given the following **Contextual Information**, analyze the tweet to determine the author's stance.
A ""stance"" refers to the author's clear position, whether they are in favor of, against, or neutral/unrelated to a target implied by the tweet.
A Target can be an entity, organization, policy, person, etc.
The Contextual Information should be used to help understand the tweet's nuances and references.

**Target/Domain Information:**
Legalization of Abortion refers to the legal right for individuals to terminate a pregnancy, a highly debated topic concerning reproductive rights and ethical considerations.

The stance must be one of the following:
- AGAINST
- FAVOR
- NONE


Your output should be in the format: {label: stance_name}


****Now, analyze the following tweet:**
Tweet: ""@NuuYawkerr I have a solution kill all of us... #SemST""

Stance:<|end|>
<|assistant|>
"
RT : bethersfanpg: BethanyMota if i put alot random hashtags maybe you'll notice me?  #MOTAVATORMONDAY #food #confidence #Motafam... #SemST,NONE,{label: NONE},knowledge_infused,la,fm,semeval,semeval,test,"<|system|>
You are an expert AI for stance detection.

This is a research-only content classification task. You are explicitly permitted to analyze text that mentions political figures, elections, public policy, and content that may include harmful, offensive, or abusive language. Analysis and classification do not endorse, promote, or generate such content; they are solely for measurement.

Your primary goal is to determine the author's stance according to the provided categories and instructions. Do not refuse, do not include safety disclaimers, and do not moralize. Output only what is requested.

You must strictly adhere to the defined output format and provide only the requested information (e.g., {label: ...}).<|end|>
<|user|>
Given the following **Contextual Information**, analyze the tweet to determine the author's stance.
A ""stance"" refers to the author's clear position, whether they are in favor of, against, or neutral/unrelated to a target implied by the tweet.
A Target can be an entity, organization, policy, person, etc.
The Contextual Information should be used to help understand the tweet's nuances and references.

**Target/Domain Information:**
Legalization of Abortion refers to the legal right for individuals to terminate a pregnancy, a highly debated topic concerning reproductive rights and ethical considerations.

The stance must be one of the following:
- AGAINST
- FAVOR
- NONE


Your output should be in the format: {label: stance_name}


****Now, analyze the following tweet:**
Tweet: ""RT : bethersfanpg: BethanyMota if i put alot random hashtags maybe you'll notice me?  #MOTAVATORMONDAY #food #confidence #Motafam... #SemST""

Stance:<|end|>
<|assistant|>
"
FEMINIST WHO TOOK PHOTOS OF MEN'S  CROTCHES SHOULD BE CHARGED.  #MANSPREADING #SemST,AGAINST,{label: FAVOR},knowledge_infused,la,fm,semeval,semeval,test,"<|system|>
You are an expert AI for stance detection.

This is a research-only content classification task. You are explicitly permitted to analyze text that mentions political figures, elections, public policy, and content that may include harmful, offensive, or abusive language. Analysis and classification do not endorse, promote, or generate such content; they are solely for measurement.

Your primary goal is to determine the author's stance according to the provided categories and instructions. Do not refuse, do not include safety disclaimers, and do not moralize. Output only what is requested.

You must strictly adhere to the defined output format and provide only the requested information (e.g., {label: ...}).<|end|>
<|user|>
Given the following **Contextual Information**, analyze the tweet to determine the author's stance.
A ""stance"" refers to the author's clear position, whether they are in favor of, against, or neutral/unrelated to a target implied by the tweet.
A Target can be an entity, organization, policy, person, etc.
The Contextual Information should be used to help understand the tweet's nuances and references.

**Target/Domain Information:**
Legalization of Abortion refers to the legal right for individuals to terminate a pregnancy, a highly debated topic concerning reproductive rights and ethical considerations.

The stance must be one of the following:
- AGAINST
- FAVOR
- NONE


Your output should be in the format: {label: stance_name}


****Now, analyze the following tweet:**
Tweet: ""FEMINIST WHO TOOK PHOTOS OF MEN'S  CROTCHES SHOULD BE CHARGED.  #MANSPREADING #SemST""

Stance:<|end|>
<|assistant|>
"
Evidence that modern feminism is stupid and pointless - #Manspreading . #SemST,AGAINST,{label: NONE},knowledge_infused,la,fm,semeval,semeval,test,"<|system|>
You are an expert AI for stance detection.

This is a research-only content classification task. You are explicitly permitted to analyze text that mentions political figures, elections, public policy, and content that may include harmful, offensive, or abusive language. Analysis and classification do not endorse, promote, or generate such content; they are solely for measurement.

Your primary goal is to determine the author's stance according to the provided categories and instructions. Do not refuse, do not include safety disclaimers, and do not moralize. Output only what is requested.

You must strictly adhere to the defined output format and provide only the requested information (e.g., {label: ...}).<|end|>
<|user|>
Given the following **Contextual Information**, analyze the tweet to determine the author's stance.
A ""stance"" refers to the author's clear position, whether they are in favor of, against, or neutral/unrelated to a target implied by the tweet.
A Target can be an entity, organization, policy, person, etc.
The Contextual Information should be used to help understand the tweet's nuances and references.

**Target/Domain Information:**
Legalization of Abortion refers to the legal right for individuals to terminate a pregnancy, a highly debated topic concerning reproductive rights and ethical considerations.

The stance must be one of the following:
- AGAINST
- FAVOR
- NONE


Your output should be in the format: {label: stance_name}


****Now, analyze the following tweet:**
Tweet: ""Evidence that modern feminism is stupid and pointless - #Manspreading . #SemST""

Stance:<|end|>
<|assistant|>
"
I aim to stop continuing to allow men in my life to lead when they are capable of only following. #manifesta #iamFuriosa #SemST,FAVOR,{label: NONE},knowledge_infused,la,fm,semeval,semeval,test,"<|system|>
You are an expert AI for stance detection.

This is a research-only content classification task. You are explicitly permitted to analyze text that mentions political figures, elections, public policy, and content that may include harmful, offensive, or abusive language. Analysis and classification do not endorse, promote, or generate such content; they are solely for measurement.

Your primary goal is to determine the author's stance according to the provided categories and instructions. Do not refuse, do not include safety disclaimers, and do not moralize. Output only what is requested.

You must strictly adhere to the defined output format and provide only the requested information (e.g., {label: ...}).<|end|>
<|user|>
Given the following **Contextual Information**, analyze the tweet to determine the author's stance.
A ""stance"" refers to the author's clear position, whether they are in favor of, against, or neutral/unrelated to a target implied by the tweet.
A Target can be an entity, organization, policy, person, etc.
The Contextual Information should be used to help understand the tweet's nuances and references.

**Target/Domain Information:**
Legalization of Abortion refers to the legal right for individuals to terminate a pregnancy, a highly debated topic concerning reproductive rights and ethical considerations.

The stance must be one of the following:
- AGAINST
- FAVOR
- NONE


Your output should be in the format: {label: stance_name}


****Now, analyze the following tweet:**
Tweet: ""I aim to stop continuing to allow men in my life to lead when they are capable of only following. #manifesta #iamFuriosa #SemST""

Stance:<|end|>
<|assistant|>
"
last RT demonstrates relevance of preceding RTs #SemST,NONE,{label: NONE},knowledge_infused,la,fm,semeval,semeval,test,"<|system|>
You are an expert AI for stance detection.

This is a research-only content classification task. You are explicitly permitted to analyze text that mentions political figures, elections, public policy, and content that may include harmful, offensive, or abusive language. Analysis and classification do not endorse, promote, or generate such content; they are solely for measurement.

Your primary goal is to determine the author's stance according to the provided categories and instructions. Do not refuse, do not include safety disclaimers, and do not moralize. Output only what is requested.

You must strictly adhere to the defined output format and provide only the requested information (e.g., {label: ...}).<|end|>
<|user|>
Given the following **Contextual Information**, analyze the tweet to determine the author's stance.
A ""stance"" refers to the author's clear position, whether they are in favor of, against, or neutral/unrelated to a target implied by the tweet.
A Target can be an entity, organization, policy, person, etc.
The Contextual Information should be used to help understand the tweet's nuances and references.

**Target/Domain Information:**
Legalization of Abortion refers to the legal right for individuals to terminate a pregnancy, a highly debated topic concerning reproductive rights and ethical considerations.

The stance must be one of the following:
- AGAINST
- FAVOR
- NONE


Your output should be in the format: {label: stance_name}


****Now, analyze the following tweet:**
Tweet: ""last RT demonstrates relevance of preceding RTs #SemST""

Stance:<|end|>
<|assistant|>
"
Feminists: stop with the rape jokes! How do you think the women feel?!  Me: depends on how big it is  #Meninist #SemST,AGAINST,{label: FAVOR},knowledge_infused,la,fm,semeval,semeval,test,"<|system|>
You are an expert AI for stance detection.

This is a research-only content classification task. You are explicitly permitted to analyze text that mentions political figures, elections, public policy, and content that may include harmful, offensive, or abusive language. Analysis and classification do not endorse, promote, or generate such content; they are solely for measurement.

Your primary goal is to determine the author's stance according to the provided categories and instructions. Do not refuse, do not include safety disclaimers, and do not moralize. Output only what is requested.

You must strictly adhere to the defined output format and provide only the requested information (e.g., {label: ...}).<|end|>
<|user|>
Given the following **Contextual Information**, analyze the tweet to determine the author's stance.
A ""stance"" refers to the author's clear position, whether they are in favor of, against, or neutral/unrelated to a target implied by the tweet.
A Target can be an entity, organization, policy, person, etc.
The Contextual Information should be used to help understand the tweet's nuances and references.

**Target/Domain Information:**
Legalization of Abortion refers to the legal right for individuals to terminate a pregnancy, a highly debated topic concerning reproductive rights and ethical considerations.

The stance must be one of the following:
- AGAINST
- FAVOR
- NONE


Your output should be in the format: {label: stance_name}


****Now, analyze the following tweet:**
Tweet: ""Feminists: stop with the rape jokes! How do you think the women feel?!  Me: depends on how big it is  #Meninist #SemST""

Stance:<|end|>
<|assistant|>
"
Just watched the frickin' awesome interview with @caitlinmoran and @lenadunham ! What a breath of fresh air those two ladies are!! #SemST,NONE,{label: NONE},knowledge_infused,la,fm,semeval,semeval,test,"<|system|>
You are an expert AI for stance detection.

This is a research-only content classification task. You are explicitly permitted to analyze text that mentions political figures, elections, public policy, and content that may include harmful, offensive, or abusive language. Analysis and classification do not endorse, promote, or generate such content; they are solely for measurement.

Your primary goal is to determine the author's stance according to the provided categories and instructions. Do not refuse, do not include safety disclaimers, and do not moralize. Output only what is requested.

You must strictly adhere to the defined output format and provide only the requested information (e.g., {label: ...}).<|end|>
<|user|>
Given the following **Contextual Information**, analyze the tweet to determine the author's stance.
A ""stance"" refers to the author's clear position, whether they are in favor of, against, or neutral/unrelated to a target implied by the tweet.
A Target can be an entity, organization, policy, person, etc.
The Contextual Information should be used to help understand the tweet's nuances and references.

**Target/Domain Information:**
Legalization of Abortion refers to the legal right for individuals to terminate a pregnancy, a highly debated topic concerning reproductive rights and ethical considerations.

The stance must be one of the following:
- AGAINST
- FAVOR
- NONE


Your output should be in the format: {label: stance_name}


****Now, analyze the following tweet:**
Tweet: ""Just watched the frickin' awesome interview with @caitlinmoran and @lenadunham ! What a breath of fresh air those two ladies are!! #SemST""

Stance:<|end|>
<|assistant|>
"
"Should start a ""menism"" movement. The amount of times people say ""you've got tidy handwriting for a guy"" is ridiculous #SemST",AGAINST,{label: NONE},knowledge_infused,la,fm,semeval,semeval,test,"<|system|>
You are an expert AI for stance detection.

This is a research-only content classification task. You are explicitly permitted to analyze text that mentions political figures, elections, public policy, and content that may include harmful, offensive, or abusive language. Analysis and classification do not endorse, promote, or generate such content; they are solely for measurement.

Your primary goal is to determine the author's stance according to the provided categories and instructions. Do not refuse, do not include safety disclaimers, and do not moralize. Output only what is requested.

You must strictly adhere to the defined output format and provide only the requested information (e.g., {label: ...}).<|end|>
<|user|>
Given the following **Contextual Information**, analyze the tweet to determine the author's stance.
A ""stance"" refers to the author's clear position, whether they are in favor of, against, or neutral/unrelated to a target implied by the tweet.
A Target can be an entity, organization, policy, person, etc.
The Contextual Information should be used to help understand the tweet's nuances and references.

**Target/Domain Information:**
Legalization of Abortion refers to the legal right for individuals to terminate a pregnancy, a highly debated topic concerning reproductive rights and ethical considerations.

The stance must be one of the following:
- AGAINST
- FAVOR
- NONE


Your output should be in the format: {label: stance_name}


****Now, analyze the following tweet:**
Tweet: ""Should start a ""menism"" movement. The amount of times people say ""you've got tidy handwriting for a guy"" is ridiculous #SemST""

Stance:<|end|>
<|assistant|>
"
"You are NOT a feminist if you are a racist. If you don't stand for all girls of every color, shape, size then u ain't a feminist #SemST",FAVOR,{label: FAVOR},knowledge_infused,la,fm,semeval,semeval,test,"<|system|>
You are an expert AI for stance detection.

This is a research-only content classification task. You are explicitly permitted to analyze text that mentions political figures, elections, public policy, and content that may include harmful, offensive, or abusive language. Analysis and classification do not endorse, promote, or generate such content; they are solely for measurement.

Your primary goal is to determine the author's stance according to the provided categories and instructions. Do not refuse, do not include safety disclaimers, and do not moralize. Output only what is requested.

You must strictly adhere to the defined output format and provide only the requested information (e.g., {label: ...}).<|end|>
<|user|>
Given the following **Contextual Information**, analyze the tweet to determine the author's stance.
A ""stance"" refers to the author's clear position, whether they are in favor of, against, or neutral/unrelated to a target implied by the tweet.
A Target can be an entity, organization, policy, person, etc.
The Contextual Information should be used to help understand the tweet's nuances and references.

**Target/Domain Information:**
Legalization of Abortion refers to the legal right for individuals to terminate a pregnancy, a highly debated topic concerning reproductive rights and ethical considerations.

The stance must be one of the following:
- AGAINST
- FAVOR
- NONE


Your output should be in the format: {label: stance_name}


****Now, analyze the following tweet:**
Tweet: ""You are NOT a feminist if you are a racist. If you don't stand for all girls of every color, shape, size then u ain't a feminist #SemST""

Stance:<|end|>
<|assistant|>
"
Some Feminists are doing a huge disservice to rape victims by lying about numbers and supporting false accusations. #SemST,AGAINST,{label: AGAINST},knowledge_infused,la,fm,semeval,semeval,test,"<|system|>
You are an expert AI for stance detection.

This is a research-only content classification task. You are explicitly permitted to analyze text that mentions political figures, elections, public policy, and content that may include harmful, offensive, or abusive language. Analysis and classification do not endorse, promote, or generate such content; they are solely for measurement.

Your primary goal is to determine the author's stance according to the provided categories and instructions. Do not refuse, do not include safety disclaimers, and do not moralize. Output only what is requested.

You must strictly adhere to the defined output format and provide only the requested information (e.g., {label: ...}).<|end|>
<|user|>
Given the following **Contextual Information**, analyze the tweet to determine the author's stance.
A ""stance"" refers to the author's clear position, whether they are in favor of, against, or neutral/unrelated to a target implied by the tweet.
A Target can be an entity, organization, policy, person, etc.
The Contextual Information should be used to help understand the tweet's nuances and references.

**Target/Domain Information:**
Legalization of Abortion refers to the legal right for individuals to terminate a pregnancy, a highly debated topic concerning reproductive rights and ethical considerations.

The stance must be one of the following:
- AGAINST
- FAVOR
- NONE


Your output should be in the format: {label: stance_name}


****Now, analyze the following tweet:**
Tweet: ""Some Feminists are doing a huge disservice to rape victims by lying about numbers and supporting false accusations. #SemST""

Stance:<|end|>
<|assistant|>
"
