experiment_type,model,model_size,model_category,model_params,prompt_type,phase,f1_score
SD,mistral_24b,24B,Large,24,vanilla,LoRA Fine-Tuned,0.9285
SD,mistral_24b,24B,Large,24,vanilla,LoRA Fine-Tuned,0.9424
SD,mistral_24b,24B,Large,24,vanilla,LoRA Fine-Tuned,0.8623
SD,mistral_24b,24B,Large,24,vanilla,LoRA Fine-Tuned,0.8458
SD,mistral_24b,24B,Large,24,vanilla,LoRA Fine-Tuned,0.8978
SD,mistral_24b,24B,Large,24,vanilla,LoRA Fine-Tuned,0.3772
SD,mistral_24b,24B,Large,24,vanilla,LoRA Fine-Tuned,0.8247
SD,mistral_24b,24B,Large,24,vanilla,LoRA Fine-Tuned,0.9146
SD,mistral_24b,24B,Large,24,vanilla,LoRA Fine-Tuned,0.7488
SD,mistral_24b,24B,Large,24,vanilla,LoRA Fine-Tuned,0.8346
SD,mistral_24b,24B,Large,24,vanilla,LoRA Fine-Tuned,0.7176
SD,mistral_24b,24B,Large,24,vanilla,LoRA Fine-Tuned,0.8972
SD,mistral_24b,24B,Large,24,vanilla,LoRA Fine-Tuned,0.8522
SD,mistral_24b,24B,Large,24,vanilla,LoRA Fine-Tuned,0.8412
SD,mistral_24b,24B,Large,24,knowledge_infused,Base (Non Fine-Tuned),0.7219
SD,mistral_24b,24B,Large,24,knowledge_infused,Base (Non Fine-Tuned),0.7757
SD,mistral_24b,24B,Large,24,knowledge_infused,Base (Non Fine-Tuned),0.7902
SD,mistral_24b,24B,Large,24,knowledge_infused,Base (Non Fine-Tuned),0.612
SD,mistral_24b,24B,Large,24,knowledge_infused,Base (Non Fine-Tuned),0.6532
SD,mistral_24b,24B,Large,24,knowledge_infused,Base (Non Fine-Tuned),0.8488
SD,mistral_24b,24B,Large,24,knowledge_infused,Base (Non Fine-Tuned),0.7076
SD,mistral_24b,24B,Large,24,knowledge_infused,Base (Non Fine-Tuned),0.1909
SD,mistral_24b,24B,Large,24,knowledge_infused,Base (Non Fine-Tuned),0.6539
SD,mistral_24b,24B,Large,24,knowledge_infused,Base (Non Fine-Tuned),0.5692
SD,mistral_24b,24B,Large,24,knowledge_infused,Base (Non Fine-Tuned),0.5279
SD,mistral_24b,24B,Large,24,knowledge_infused,Base (Non Fine-Tuned),0.3478
SD,mistral_24b,24B,Large,24,knowledge_infused,Base (Non Fine-Tuned),0.7103
SD,mistral_24b,24B,Large,24,knowledge_infused,Base (Non Fine-Tuned),0.6712
SD,mistral_24b,24B,Large,24,knowledge_infused,Base (Non Fine-Tuned),0.5431
SD,mistral_24b,24B,Large,24,knowledge_infused,LoRA Fine-Tuned,0.8246
SD,mistral_24b,24B,Large,24,knowledge_infused,LoRA Fine-Tuned,0.9021
SD,mistral_24b,24B,Large,24,knowledge_infused,LoRA Fine-Tuned,0.4064
SD,mistral_24b,24B,Large,24,knowledge_infused,LoRA Fine-Tuned,0.8293
SD,mistral_24b,24B,Large,24,knowledge_infused,LoRA Fine-Tuned,0.9325
SD,mistral_24b,24B,Large,24,knowledge_infused,LoRA Fine-Tuned,0.8745
SD,mistral_24b,24B,Large,24,knowledge_infused,LoRA Fine-Tuned,0.9044
SD,mistral_24b,24B,Large,24,knowledge_infused,LoRA Fine-Tuned,0.8651
SD,mistral_24b,24B,Large,24,knowledge_infused,LoRA Fine-Tuned,0.8992
SD,mistral_24b,24B,Large,24,knowledge_infused,LoRA Fine-Tuned,0.7638
SD,mistral_24b,24B,Large,24,knowledge_infused,LoRA Fine-Tuned,0.8155
SD,mistral_24b,24B,Large,24,knowledge_infused,LoRA Fine-Tuned,0.7349
SD,mistral_24b,24B,Large,24,knowledge_infused,LoRA Fine-Tuned,0.9015
SD,mistral_24b,24B,Large,24,knowledge_infused,LoRA Fine-Tuned,0.8305
SD,mistral_24b,24B,Large,24,knowledge_infused,LoRA Fine-Tuned,0.7953
SD,llama3_8b,8B,Medium,8,cot_knowledge,Base (Non Fine-Tuned),0.6336
SD,llama3_8b,8B,Medium,8,cot_knowledge,Base (Non Fine-Tuned),0.5522
SD,llama3_8b,8B,Medium,8,cot_knowledge,Base (Non Fine-Tuned),0.5645
SD,llama3_8b,8B,Medium,8,cot_knowledge,Base (Non Fine-Tuned),0.7432
SD,llama3_8b,8B,Medium,8,cot_knowledge,Base (Non Fine-Tuned),0.6134
SD,llama3_8b,8B,Medium,8,cot_knowledge,Base (Non Fine-Tuned),0.4783
SD,llama3_8b,8B,Medium,8,cot_knowledge,Base (Non Fine-Tuned),0.2184
SD,llama3_8b,8B,Medium,8,cot_knowledge,Base (Non Fine-Tuned),0.2721
SD,llama3_8b,8B,Medium,8,cot_knowledge,Base (Non Fine-Tuned),0.778
SD,llama3_8b,8B,Medium,8,cot_knowledge,Base (Non Fine-Tuned),0.6116
SD,llama3_8b,8B,Medium,8,cot_knowledge,Base (Non Fine-Tuned),0.488
SD,llama3_8b,8B,Medium,8,cot_knowledge,Base (Non Fine-Tuned),0.571
SD,llama3_8b,8B,Medium,8,cot_knowledge,Base (Non Fine-Tuned),0.6184
SD,llama3_8b,8B,Medium,8,cot_knowledge,Base (Non Fine-Tuned),0.4214
SD,llama3_8b,8B,Medium,8,cot_knowledge,Base (Non Fine-Tuned),0.568
SD,llama3_8b,8B,Medium,8,cot_knowledge,LoRA Fine-Tuned,0.8403
SD,llama3_8b,8B,Medium,8,cot_knowledge,LoRA Fine-Tuned,0.6684
SD,llama3_8b,8B,Medium,8,cot_knowledge,LoRA Fine-Tuned,0.8068
SD,llama3_8b,8B,Medium,8,cot_knowledge,LoRA Fine-Tuned,0.7711
SD,llama3_8b,8B,Medium,8,cot_knowledge,LoRA Fine-Tuned,0.701
SD,llama3_8b,8B,Medium,8,cot_knowledge,LoRA Fine-Tuned,0.9049
SD,llama3_8b,8B,Medium,8,cot_knowledge,LoRA Fine-Tuned,0.8556
SD,llama3_8b,8B,Medium,8,cot_knowledge,LoRA Fine-Tuned,0.7389
SD,llama3_8b,8B,Medium,8,cot_knowledge,LoRA Fine-Tuned,0.7194
SD,llama3_8b,8B,Medium,8,cot_knowledge,LoRA Fine-Tuned,0.8441
SD,llama3_8b,8B,Medium,8,cot_knowledge,LoRA Fine-Tuned,0.8534
SD,llama3_8b,8B,Medium,8,cot_knowledge,LoRA Fine-Tuned,0.733
SD,llama3_8b,8B,Medium,8,cot_knowledge,LoRA Fine-Tuned,0.6976
SD,llama3_8b,8B,Medium,8,cot_knowledge,LoRA Fine-Tuned,0.7434
SD,llama3_8b,8B,Medium,8,cot_knowledge,LoRA Fine-Tuned,0.666
SD,llama3_8b,8B,Medium,8,cot_knowledge_few_shot,Base (Non Fine-Tuned),0.6169
SD,llama3_8b,8B,Medium,8,cot_knowledge_few_shot,Base (Non Fine-Tuned),0.5702
SD,llama3_8b,8B,Medium,8,cot_knowledge_few_shot,Base (Non Fine-Tuned),0.7491
SD,llama3_8b,8B,Medium,8,cot_knowledge_few_shot,Base (Non Fine-Tuned),0.7075
SD,llama3_8b,8B,Medium,8,cot_knowledge_few_shot,Base (Non Fine-Tuned),0.5954
SD,llama3_8b,8B,Medium,8,cot_knowledge_few_shot,Base (Non Fine-Tuned),0.7646
SD,llama3_8b,8B,Medium,8,cot_knowledge_few_shot,Base (Non Fine-Tuned),0.6298
SD,llama3_8b,8B,Medium,8,cot_knowledge_few_shot,Base (Non Fine-Tuned),0.8193
SD,llama3_8b,8B,Medium,8,cot_knowledge_few_shot,Base (Non Fine-Tuned),0.4233
SD,llama3_8b,8B,Medium,8,cot_knowledge_few_shot,Base (Non Fine-Tuned),0.6413
SD,llama3_8b,8B,Medium,8,cot_knowledge_few_shot,Base (Non Fine-Tuned),0.4634
SD,llama3_8b,8B,Medium,8,cot_knowledge_few_shot,Base (Non Fine-Tuned),0.5795
SD,llama3_8b,8B,Medium,8,cot_knowledge_few_shot,Base (Non Fine-Tuned),0.6369
SD,llama3_8b,8B,Medium,8,cot_knowledge_few_shot,Base (Non Fine-Tuned),0.5137
SD,llama3_8b,8B,Medium,8,cot_knowledge_few_shot,Base (Non Fine-Tuned),0.6722
SD,llama3_8b,8B,Medium,8,cot_knowledge_few_shot,LoRA Fine-Tuned,0.6797
SD,llama3_8b,8B,Medium,8,cot_knowledge_few_shot,LoRA Fine-Tuned,0.8012
SD,llama3_8b,8B,Medium,8,cot_knowledge_few_shot,LoRA Fine-Tuned,0.7041
SD,llama3_8b,8B,Medium,8,cot_knowledge_few_shot,LoRA Fine-Tuned,0.3378
SD,llama3_8b,8B,Medium,8,cot_knowledge_few_shot,LoRA Fine-Tuned,0.8779
SD,llama3_8b,8B,Medium,8,cot_knowledge_few_shot,LoRA Fine-Tuned,0.7631
SD,llama3_8b,8B,Medium,8,cot_knowledge_few_shot,LoRA Fine-Tuned,0.8139
SD,llama3_8b,8B,Medium,8,cot_knowledge_few_shot,LoRA Fine-Tuned,0.7262
SD,llama3_8b,8B,Medium,8,cot_knowledge_few_shot,LoRA Fine-Tuned,0.7326
SD,llama3_8b,8B,Medium,8,cot_knowledge_few_shot,LoRA Fine-Tuned,0.8727
SD,llama3_8b,8B,Medium,8,cot_knowledge_few_shot,LoRA Fine-Tuned,0.6658
SD,llama3_8b,8B,Medium,8,cot_knowledge_few_shot,LoRA Fine-Tuned,0.6025
SD,llama3_8b,8B,Medium,8,cot_knowledge_few_shot,LoRA Fine-Tuned,0.8006
SD,llama3_8b,8B,Medium,8,cot_knowledge_few_shot,LoRA Fine-Tuned,0.714
SD,llama3_8b,8B,Medium,8,cot_knowledge_few_shot,LoRA Fine-Tuned,0.7558
SD,llama3_8b,8B,Medium,8,cot,Base (Non Fine-Tuned),0.5934
SD,llama3_8b,8B,Medium,8,cot,Base (Non Fine-Tuned),0.1671
SD,llama3_8b,8B,Medium,8,cot,Base (Non Fine-Tuned),0.7048
SD,llama3_8b,8B,Medium,8,cot,Base (Non Fine-Tuned),0.4473
SD,llama3_8b,8B,Medium,8,cot,Base (Non Fine-Tuned),0.4953
SD,llama3_8b,8B,Medium,8,cot,Base (Non Fine-Tuned),0.7693
SD,llama3_8b,8B,Medium,8,cot,Base (Non Fine-Tuned),0.3972
SD,llama3_8b,8B,Medium,8,cot,Base (Non Fine-Tuned),0.2475
SD,llama3_8b,8B,Medium,8,cot,Base (Non Fine-Tuned),0.4248
SD,llama3_8b,8B,Medium,8,cot,Base (Non Fine-Tuned),0.4951
SD,llama3_8b,8B,Medium,8,cot,Base (Non Fine-Tuned),0.5095
SD,llama3_8b,8B,Medium,8,cot,Base (Non Fine-Tuned),0.3662
SD,llama3_8b,8B,Medium,8,cot,Base (Non Fine-Tuned),0.4331
SD,llama3_8b,8B,Medium,8,cot,Base (Non Fine-Tuned),0.1667
SD,llama3_8b,8B,Medium,8,cot,Base (Non Fine-Tuned),0.2787
SD,llama3_8b,8B,Medium,8,cot,LoRA Fine-Tuned,0.6462
SD,llama3_8b,8B,Medium,8,cot,LoRA Fine-Tuned,0.8092
SD,llama3_8b,8B,Medium,8,cot,LoRA Fine-Tuned,0.7511
SD,llama3_8b,8B,Medium,8,cot,LoRA Fine-Tuned,0.7045
SD,llama3_8b,8B,Medium,8,cot,LoRA Fine-Tuned,0.9051
SD,llama3_8b,8B,Medium,8,cot,LoRA Fine-Tuned,0.8889
SD,llama3_8b,8B,Medium,8,cot,LoRA Fine-Tuned,0.7706
SD,llama3_8b,8B,Medium,8,cot,LoRA Fine-Tuned,0.6838
SD,llama3_8b,8B,Medium,8,cot,LoRA Fine-Tuned,0.8179
SD,llama3_8b,8B,Medium,8,cot,LoRA Fine-Tuned,0.8572
SD,llama3_8b,8B,Medium,8,cot,LoRA Fine-Tuned,0.7284
SD,llama3_8b,8B,Medium,8,cot,LoRA Fine-Tuned,0.7024
SD,llama3_8b,8B,Medium,8,cot,LoRA Fine-Tuned,0.8201
SD,llama3_8b,8B,Medium,8,cot,LoRA Fine-Tuned,0.8166
SD,llama3_8b,8B,Medium,8,cot,LoRA Fine-Tuned,0.7926
SD,llama3_8b,8B,Medium,8,few_shot,Base (Non Fine-Tuned),0.6431
SD,llama3_8b,8B,Medium,8,few_shot,Base (Non Fine-Tuned),0.2868
SD,llama3_8b,8B,Medium,8,few_shot,Base (Non Fine-Tuned),0.5206
SD,llama3_8b,8B,Medium,8,few_shot,Base (Non Fine-Tuned),0.7664
SD,llama3_8b,8B,Medium,8,few_shot,Base (Non Fine-Tuned),0.775
SD,llama3_8b,8B,Medium,8,few_shot,Base (Non Fine-Tuned),0.6057
SD,llama3_8b,8B,Medium,8,few_shot,Base (Non Fine-Tuned),0.6044
SD,llama3_8b,8B,Medium,8,few_shot,Base (Non Fine-Tuned),0.5756
SD,llama3_8b,8B,Medium,8,few_shot,Base (Non Fine-Tuned),0.4819
SD,llama3_8b,8B,Medium,8,few_shot,Base (Non Fine-Tuned),0.8173
SD,llama3_8b,8B,Medium,8,few_shot,Base (Non Fine-Tuned),0.5995
SD,llama3_8b,8B,Medium,8,few_shot,Base (Non Fine-Tuned),0.3766
SD,llama3_8b,8B,Medium,8,few_shot,Base (Non Fine-Tuned),0.6089
SD,llama3_8b,8B,Medium,8,few_shot,Base (Non Fine-Tuned),0.4372
SD,llama3_8b,8B,Medium,8,few_shot,Base (Non Fine-Tuned),0.6053
SD,llama3_8b,8B,Medium,8,few_shot,LoRA Fine-Tuned,0.6287
SD,llama3_8b,8B,Medium,8,few_shot,LoRA Fine-Tuned,0.8047
SD,llama3_8b,8B,Medium,8,few_shot,LoRA Fine-Tuned,0.7428
SD,llama3_8b,8B,Medium,8,few_shot,LoRA Fine-Tuned,0.3439
SD,llama3_8b,8B,Medium,8,few_shot,LoRA Fine-Tuned,0.8819
SD,llama3_8b,8B,Medium,8,few_shot,LoRA Fine-Tuned,0.8411
SD,llama3_8b,8B,Medium,8,few_shot,LoRA Fine-Tuned,0.8163
SD,llama3_8b,8B,Medium,8,few_shot,LoRA Fine-Tuned,0.7347
SD,llama3_8b,8B,Medium,8,few_shot,LoRA Fine-Tuned,0.7326
SD,llama3_8b,8B,Medium,8,few_shot,LoRA Fine-Tuned,0.8642
SD,llama3_8b,8B,Medium,8,few_shot,LoRA Fine-Tuned,0.6488
SD,llama3_8b,8B,Medium,8,few_shot,LoRA Fine-Tuned,0.7245
SD,llama3_8b,8B,Medium,8,few_shot,LoRA Fine-Tuned,0.8197
SD,llama3_8b,8B,Medium,8,few_shot,LoRA Fine-Tuned,0.7644
SD,llama3_8b,8B,Medium,8,few_shot,LoRA Fine-Tuned,0.6807
SD,llama3_8b,8B,Medium,8,knowledge_infused,Base (Non Fine-Tuned),0.2317
SD,llama3_8b,8B,Medium,8,knowledge_infused,Base (Non Fine-Tuned),0.5842
SD,llama3_8b,8B,Medium,8,knowledge_infused,Base (Non Fine-Tuned),0.5411
SD,llama3_8b,8B,Medium,8,knowledge_infused,Base (Non Fine-Tuned),0.7457
SD,llama3_8b,8B,Medium,8,knowledge_infused,Base (Non Fine-Tuned),0.5651
SD,llama3_8b,8B,Medium,8,knowledge_infused,Base (Non Fine-Tuned),0.6578
SD,llama3_8b,8B,Medium,8,knowledge_infused,Base (Non Fine-Tuned),0.5016
SD,llama3_8b,8B,Medium,8,knowledge_infused,Base (Non Fine-Tuned),0.7003
SD,llama3_8b,8B,Medium,8,knowledge_infused,Base (Non Fine-Tuned),0.6369
SD,llama3_8b,8B,Medium,8,knowledge_infused,Base (Non Fine-Tuned),0.6067
SD,llama3_8b,8B,Medium,8,knowledge_infused,Base (Non Fine-Tuned),0.2416
SD,llama3_8b,8B,Medium,8,knowledge_infused,Base (Non Fine-Tuned),0.6624
SD,llama3_8b,8B,Medium,8,knowledge_infused,Base (Non Fine-Tuned),0.7979
SD,llama3_8b,8B,Medium,8,knowledge_infused,Base (Non Fine-Tuned),0.6113
SD,llama3_8b,8B,Medium,8,knowledge_infused,Base (Non Fine-Tuned),0.4521
SD,llama3_8b,8B,Medium,8,knowledge_infused,LoRA Fine-Tuned,0.6923
SD,llama3_8b,8B,Medium,8,knowledge_infused,LoRA Fine-Tuned,0.8262
SD,llama3_8b,8B,Medium,8,knowledge_infused,LoRA Fine-Tuned,0.7626
SD,llama3_8b,8B,Medium,8,knowledge_infused,LoRA Fine-Tuned,0.7289
SD,llama3_8b,8B,Medium,8,knowledge_infused,LoRA Fine-Tuned,0.9075
SD,llama3_8b,8B,Medium,8,knowledge_infused,LoRA Fine-Tuned,0.8893
SD,llama3_8b,8B,Medium,8,knowledge_infused,LoRA Fine-Tuned,0.8091
SD,llama3_8b,8B,Medium,8,knowledge_infused,LoRA Fine-Tuned,0.7405
SD,llama3_8b,8B,Medium,8,knowledge_infused,LoRA Fine-Tuned,0.8451
SD,llama3_8b,8B,Medium,8,knowledge_infused,LoRA Fine-Tuned,0.869
SD,llama3_8b,8B,Medium,8,knowledge_infused,LoRA Fine-Tuned,0.7262
SD,llama3_8b,8B,Medium,8,knowledge_infused,LoRA Fine-Tuned,0.7916
SD,llama3_8b,8B,Medium,8,knowledge_infused,LoRA Fine-Tuned,0.8414
SD,llama3_8b,8B,Medium,8,knowledge_infused,LoRA Fine-Tuned,0.7718
SD,llama3_8b,8B,Medium,8,knowledge_infused,LoRA Fine-Tuned,0.6286
SD,llama3_8b,8B,Medium,8,vanilla,Base (Non Fine-Tuned),0.6816
SD,llama3_8b,8B,Medium,8,vanilla,Base (Non Fine-Tuned),0.1386
SD,llama3_8b,8B,Medium,8,vanilla,Base (Non Fine-Tuned),0.4836
SD,llama3_8b,8B,Medium,8,vanilla,Base (Non Fine-Tuned),0.4427
SD,llama3_8b,8B,Medium,8,vanilla,Base (Non Fine-Tuned),0.6057
SD,llama3_8b,8B,Medium,8,vanilla,Base (Non Fine-Tuned),0.3663
SD,llama3_8b,8B,Medium,8,vanilla,Base (Non Fine-Tuned),0.4308
SD,llama3_8b,8B,Medium,8,vanilla,Base (Non Fine-Tuned),0.5263
SD,llama3_8b,8B,Medium,8,vanilla,Base (Non Fine-Tuned),0.5079
SD,llama3_8b,8B,Medium,8,vanilla,Base (Non Fine-Tuned),0.4044
SD,llama3_8b,8B,Medium,8,vanilla,Base (Non Fine-Tuned),0.7678
SD,llama3_8b,8B,Medium,8,vanilla,Base (Non Fine-Tuned),0.5199
SD,llama3_8b,8B,Medium,8,vanilla,Base (Non Fine-Tuned),0.2373
SD,llama3_8b,8B,Medium,8,vanilla,Base (Non Fine-Tuned),0.2746
SD,llama3_8b,8B,Medium,8,vanilla,Base (Non Fine-Tuned),0.1871
SD,llama3_8b,8B,Medium,8,vanilla,LoRA Fine-Tuned,0.6402
SD,llama3_8b,8B,Medium,8,vanilla,LoRA Fine-Tuned,0.8132
SD,llama3_8b,8B,Medium,8,vanilla,LoRA Fine-Tuned,0.7014
SD,llama3_8b,8B,Medium,8,vanilla,LoRA Fine-Tuned,0.7244
SD,llama3_8b,8B,Medium,8,vanilla,LoRA Fine-Tuned,0.9092
SD,llama3_8b,8B,Medium,8,vanilla,LoRA Fine-Tuned,0.8732
SD,llama3_8b,8B,Medium,8,vanilla,LoRA Fine-Tuned,0.8077
SD,llama3_8b,8B,Medium,8,vanilla,LoRA Fine-Tuned,0.7036
SD,llama3_8b,8B,Medium,8,vanilla,LoRA Fine-Tuned,0.8415
SD,llama3_8b,8B,Medium,8,vanilla,LoRA Fine-Tuned,0.8619
SD,llama3_8b,8B,Medium,8,vanilla,LoRA Fine-Tuned,0.721
SD,llama3_8b,8B,Medium,8,vanilla,LoRA Fine-Tuned,0.7822
SD,llama3_8b,8B,Medium,8,vanilla,LoRA Fine-Tuned,0.8354
SD,llama3_8b,8B,Medium,8,vanilla,LoRA Fine-Tuned,0.8318
SD,llama3_8b,8B,Medium,8,vanilla,LoRA Fine-Tuned,0.8084
SD,phi,3B,Small,3,cot_knowledge_few_shot,Base (Non Fine-Tuned),0.6798
SD,phi,3B,Small,3,cot_knowledge_few_shot,Base (Non Fine-Tuned),0.4941
SD,phi,3B,Small,3,cot_knowledge_few_shot,Base (Non Fine-Tuned),0.3893
SD,phi,3B,Small,3,cot_knowledge_few_shot,Base (Non Fine-Tuned),0.5212
SD,phi,3B,Small,3,cot_knowledge_few_shot,Base (Non Fine-Tuned),0.748
SD,phi,3B,Small,3,cot_knowledge_few_shot,Base (Non Fine-Tuned),0.7873
SD,phi,3B,Small,3,cot_knowledge_few_shot,Base (Non Fine-Tuned),0.6866
SD,phi,3B,Small,3,cot_knowledge_few_shot,Base (Non Fine-Tuned),0.5294
SD,phi,3B,Small,3,cot_knowledge_few_shot,Base (Non Fine-Tuned),0.5898
SD,phi,3B,Small,3,cot_knowledge_few_shot,Base (Non Fine-Tuned),0.5885
SD,phi,3B,Small,3,cot_knowledge_few_shot,Base (Non Fine-Tuned),0.5206
SD,phi,3B,Small,3,cot_knowledge_few_shot,Base (Non Fine-Tuned),0.6855
SD,phi,3B,Small,3,cot_knowledge_few_shot,Base (Non Fine-Tuned),0.3169
SD,phi,3B,Small,3,cot_knowledge_few_shot,Base (Non Fine-Tuned),0.3686
SD,phi,3B,Small,3,cot_knowledge_few_shot,Base (Non Fine-Tuned),0.5888
SD,phi,3B,Small,3,cot_knowledge_few_shot,LoRA Fine-Tuned,0.7732
SD,phi,3B,Small,3,cot_knowledge_few_shot,LoRA Fine-Tuned,0.7899
SD,phi,3B,Small,3,cot_knowledge_few_shot,LoRA Fine-Tuned,0.6534
SD,phi,3B,Small,3,cot_knowledge_few_shot,LoRA Fine-Tuned,0.8012
SD,phi,3B,Small,3,cot_knowledge_few_shot,LoRA Fine-Tuned,0.8406
SD,phi,3B,Small,3,cot_knowledge_few_shot,LoRA Fine-Tuned,0.7903
SD,phi,3B,Small,3,cot_knowledge_few_shot,LoRA Fine-Tuned,0.8282
SD,phi,3B,Small,3,cot_knowledge_few_shot,LoRA Fine-Tuned,0.7807
SD,phi,3B,Small,3,cot_knowledge_few_shot,LoRA Fine-Tuned,0.8229
SD,phi,3B,Small,3,cot_knowledge_few_shot,LoRA Fine-Tuned,0.8585
SD,phi,3B,Small,3,cot_knowledge_few_shot,LoRA Fine-Tuned,0.7298
SD,phi,3B,Small,3,cot_knowledge_few_shot,LoRA Fine-Tuned,0.7493
SD,phi,3B,Small,3,cot_knowledge_few_shot,LoRA Fine-Tuned,0.849
SD,phi,3B,Small,3,cot_knowledge_few_shot,LoRA Fine-Tuned,0.7678
SD,phi,3B,Small,3,cot_knowledge_few_shot,LoRA Fine-Tuned,0.6928
SD,phi,3B,Small,3,cot_knowledge,Base (Non Fine-Tuned),0.5551
SD,phi,3B,Small,3,cot_knowledge,Base (Non Fine-Tuned),0.535
SD,phi,3B,Small,3,cot_knowledge,Base (Non Fine-Tuned),0.7135
SD,phi,3B,Small,3,cot_knowledge,Base (Non Fine-Tuned),0.1669
SD,phi,3B,Small,3,cot_knowledge,Base (Non Fine-Tuned),0.6359
SD,phi,3B,Small,3,cot_knowledge,Base (Non Fine-Tuned),0.5394
SD,phi,3B,Small,3,cot_knowledge,Base (Non Fine-Tuned),0.5173
SD,phi,3B,Small,3,cot_knowledge,Base (Non Fine-Tuned),0.61
SD,phi,3B,Small,3,cot_knowledge,Base (Non Fine-Tuned),0.5589
SD,phi,3B,Small,3,cot_knowledge,Base (Non Fine-Tuned),0.7901
SD,phi,3B,Small,3,cot_knowledge,Base (Non Fine-Tuned),0.3
SD,phi,3B,Small,3,cot_knowledge,Base (Non Fine-Tuned),0.4825
SD,phi,3B,Small,3,cot_knowledge,Base (Non Fine-Tuned),0.6146
SD,phi,3B,Small,3,cot_knowledge,Base (Non Fine-Tuned),0.2108
SD,phi,3B,Small,3,cot_knowledge,Base (Non Fine-Tuned),0.4322
SD,phi,3B,Small,3,cot_knowledge,LoRA Fine-Tuned,0.8068
SD,phi,3B,Small,3,cot_knowledge,LoRA Fine-Tuned,0.8016
SD,phi,3B,Small,3,cot_knowledge,LoRA Fine-Tuned,0.7013
SD,phi,3B,Small,3,cot_knowledge,LoRA Fine-Tuned,0.8259
SD,phi,3B,Small,3,cot_knowledge,LoRA Fine-Tuned,0.8689
SD,phi,3B,Small,3,cot_knowledge,LoRA Fine-Tuned,0.8674
SD,phi,3B,Small,3,cot_knowledge,LoRA Fine-Tuned,0.8298
SD,phi,3B,Small,3,cot_knowledge,LoRA Fine-Tuned,0.8146
SD,phi,3B,Small,3,cot_knowledge,LoRA Fine-Tuned,0.805
SD,phi,3B,Small,3,cot_knowledge,LoRA Fine-Tuned,0.8403
SD,phi,3B,Small,3,cot_knowledge,LoRA Fine-Tuned,0.7647
SD,phi,3B,Small,3,cot_knowledge,LoRA Fine-Tuned,0.5554
SD,phi,3B,Small,3,cot_knowledge,LoRA Fine-Tuned,0.8289
SD,phi,3B,Small,3,cot_knowledge,LoRA Fine-Tuned,0.7676
SD,phi,3B,Small,3,cot_knowledge,LoRA Fine-Tuned,0.7073
SD,phi,3B,Small,3,cot,Base (Non Fine-Tuned),0.1706
SD,phi,3B,Small,3,cot,Base (Non Fine-Tuned),0.4526
SD,phi,3B,Small,3,cot,Base (Non Fine-Tuned),0.6882
SD,phi,3B,Small,3,cot,Base (Non Fine-Tuned),0.6164
SD,phi,3B,Small,3,cot,Base (Non Fine-Tuned),0.4539
SD,phi,3B,Small,3,cot,Base (Non Fine-Tuned),0.4187
SD,phi,3B,Small,3,cot,Base (Non Fine-Tuned),0.4768
SD,phi,3B,Small,3,cot,Base (Non Fine-Tuned),0.4497
SD,phi,3B,Small,3,cot,Base (Non Fine-Tuned),0.5107
SD,phi,3B,Small,3,cot,Base (Non Fine-Tuned),0.7784
SD,phi,3B,Small,3,cot,Base (Non Fine-Tuned),0.368
SD,phi,3B,Small,3,cot,Base (Non Fine-Tuned),0.27
SD,phi,3B,Small,3,cot,Base (Non Fine-Tuned),0.3698
SD,phi,3B,Small,3,cot,Base (Non Fine-Tuned),0.2742
SD,phi,3B,Small,3,cot,Base (Non Fine-Tuned),0.1216
SD,phi,3B,Small,3,cot,LoRA Fine-Tuned,0.7941
SD,phi,3B,Small,3,cot,LoRA Fine-Tuned,0.8
SD,phi,3B,Small,3,cot,LoRA Fine-Tuned,0.6877
SD,phi,3B,Small,3,cot,LoRA Fine-Tuned,0.8361
SD,phi,3B,Small,3,cot,LoRA Fine-Tuned,0.8707
SD,phi,3B,Small,3,cot,LoRA Fine-Tuned,0.9091
SD,phi,3B,Small,3,cot,LoRA Fine-Tuned,0.8248
SD,phi,3B,Small,3,cot,LoRA Fine-Tuned,0.7959
SD,phi,3B,Small,3,cot,LoRA Fine-Tuned,0.8175
SD,phi,3B,Small,3,cot,LoRA Fine-Tuned,0.8488
SD,phi,3B,Small,3,cot,LoRA Fine-Tuned,0.7405
SD,phi,3B,Small,3,cot,LoRA Fine-Tuned,0.5985
SD,phi,3B,Small,3,cot,LoRA Fine-Tuned,0.8386
SD,phi,3B,Small,3,cot,LoRA Fine-Tuned,0.8338
SD,phi,3B,Small,3,cot,LoRA Fine-Tuned,0.7774
SD,phi,3B,Small,3,few_shot,Base (Non Fine-Tuned),0.2716
SD,phi,3B,Small,3,few_shot,Base (Non Fine-Tuned),0.7573
SD,phi,3B,Small,3,few_shot,Base (Non Fine-Tuned),0.5406
SD,phi,3B,Small,3,few_shot,Base (Non Fine-Tuned),0.5792
SD,phi,3B,Small,3,few_shot,Base (Non Fine-Tuned),0.6888
SD,phi,3B,Small,3,few_shot,Base (Non Fine-Tuned),0.5157
SD,phi,3B,Small,3,few_shot,Base (Non Fine-Tuned),0.6193
SD,phi,3B,Small,3,few_shot,Base (Non Fine-Tuned),0.5687
SD,phi,3B,Small,3,few_shot,Base (Non Fine-Tuned),0.6816
SD,phi,3B,Small,3,few_shot,Base (Non Fine-Tuned),0.7913
SD,phi,3B,Small,3,few_shot,Base (Non Fine-Tuned),0.2789
